"Name","Start","End","Duration","Process"
"Checking Disk 2012 Science (E:)","7/25/2013 9:15:41 AM","7/25/2013 9:15:52 AM","0:00:11","Microsoft® Windows® Operating System"
"AutoPlay","7/25/2013 9:15:52 AM","7/25/2013 9:15:57 AM","0:00:05","Microsoft® Windows® Operating System"
"2012 Science (E:)","7/25/2013 9:15:57 AM","7/25/2013 9:16:03 AM","0:00:06","Microsoft® Windows® Operating System"
"ViceVersa Pro","7/25/2013 9:16:03 AM","7/25/2013 9:16:09 AM","0:00:06","ViceVersa Pro 2.5"
"Comparing Source(s) and Target(s)...","7/25/2013 9:16:09 AM","7/25/2013 9:16:24 AM","0:00:15","ViceVersa Pro 2.5"
"Status Summary","7/25/2013 9:16:24 AM","7/25/2013 9:16:30 AM","0:00:06","ViceVersa Pro 2.5"
"Execute: Copying to Target (Step 1 of 1)","7/25/2013 9:16:30 AM","7/25/2013 9:16:49 AM","0:00:19","ViceVersa Pro 2.5"
"ViceVersa Pro","7/25/2013 9:16:49 AM","7/25/2013 9:17:06 AM","0:00:17","ViceVersa Pro 2.5"
"Tetrode Information - Google Chrome","7/25/2013 9:42:41 AM","7/25/2013 9:42:46 AM","0:00:05","Google Chrome"
"Band Of Horses - My Library - Google Play - Google Chrome","7/25/2013 9:42:46 AM","7/25/2013 9:42:55 AM","0:00:09","Google Chrome"
"Band Of Horses - My Library - Google Play - Google Chrome","7/25/2013 9:42:55 AM","7/25/2013 9:43:15 AM","0:00:20","Google Chrome"
"Band Of Horses - My Library - Google Play - Google Chrome","7/25/2013 9:43:15 AM","7/25/2013 9:43:20 AM","0:00:05","Google Chrome"
"Five Finger Death Punch - Lift Me Up - My Library - Google Play - Google Chrome","7/25/2013 9:43:20 AM","7/25/2013 9:43:25 AM","0:00:05","Google Chrome"
"Search Results - My Library - Google Play - Google Chrome","7/25/2013 9:43:25 AM","7/25/2013 9:43:31 AM","0:00:06","Google Chrome"
"Five Finger Death Punch - Lift Me Up - My Library - Google Play - Google Chrome","7/25/2013 9:43:31 AM","7/25/2013 9:43:36 AM","0:00:05","Google Chrome"
"All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:43:36 AM","7/25/2013 9:43:51 AM","0:00:15","Google Chrome"
"Stand Up - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:43:51 AM","7/25/2013 9:44:06 AM","0:00:15","Google Chrome"
"Stand Up - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:44:06 AM","7/25/2013 9:44:16 AM","0:00:10","Google Chrome"
"Stand Up - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:44:16 AM","7/25/2013 9:44:21 AM","0:00:05","Google Chrome"
"Stand Up - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:44:21 AM","7/25/2013 9:44:31 AM","0:00:10","Google Chrome"
"Stand Up - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:44:31 AM","7/25/2013 9:44:37 AM","0:00:06","Google Chrome"
"Execute: Copying to Target (Step 1 of 1)","7/25/2013 9:44:37 AM","7/25/2013 9:45:39 AM","0:01:02","ViceVersa Pro 2.5"
"A Beginner's Look at Julia | randyzwitch.com - Google Chrome","7/25/2013 9:45:39 AM","7/25/2013 9:45:44 AM","0:00:05","Google Chrome"
"web.mit.edu/bcs/graybiel-lab/publications/JNeuro_Jog.pdf - Google Chrome","7/25/2013 9:45:44 AM","7/25/2013 9:45:49 AM","0:00:05","Google Chrome"
"R-bloggers | R news & tutorials from the web - Google Chrome","7/25/2013 9:45:49 AM","7/25/2013 9:46:17 AM","0:00:28","Google Chrome"
"Making infographics using R and Inkscape | (R news & tutorials) - Google Chrome","7/25/2013 9:46:17 AM","7/25/2013 9:47:30 AM","0:01:13","Google Chrome"
"Execute: Copying to Target (Step 1 of 1)","7/25/2013 9:47:30 AM","7/25/2013 9:47:37 AM","0:00:07","ViceVersa Pro 2.5"
"R-bloggers | R news & tutorials from the web - Google Chrome","7/25/2013 9:47:37 AM","7/25/2013 9:47:53 AM","0:00:16","Google Chrome"
"Sure, this is silly, but this makes me feel a little bit cooler | (R news & tutorials) - Google Chrome","7/25/2013 9:47:53 AM","7/25/2013 9:48:04 AM","0:00:11","Google Chrome"
"This Calling - All That Remains - My Library - Google Play - Google Chrome","7/25/2013 9:48:04 AM","7/25/2013 9:48:09 AM","0:00:05","Google Chrome"
"Sure, this is silly, but this makes me feel a little bit cooler | (R news & tutorials) - Google Chrome","7/25/2013 9:48:09 AM","7/25/2013 9:49:52 AM","0:01:43","Google Chrome"
"Execute: Copying to Target (Step 1 of 1)","7/25/2013 9:49:52 AM","7/25/2013 9:50:49 AM","0:00:57","ViceVersa Pro 2.5"
"Execute: Copying to Target (Step 1 of 1) (Done)","7/25/2013 9:50:49 AM","7/25/2013 9:50:58 AM","0:00:09","ViceVersa Pro 2.5"
"ViceVersa Pro - [C:\Users\...\ViceVersa PRO\Backup_8_17_2012.fsf] - (Registered)","7/25/2013 9:50:58 AM","7/25/2013 9:51:03 AM","0:00:05","ViceVersa Pro 2.5"
"Editor","7/25/2013 9:51:03 AM","7/25/2013 9:51:53 AM","0:00:50","MATLAB"
"MATLAB R2013a","7/25/2013 9:51:53 AM","7/25/2013 9:52:02 AM","0:00:09","MATLAB"
"Editor","7/25/2013 9:52:02 AM","7/25/2013 9:54:53 AM","0:02:51","MATLAB"
"Gidon - My Outlook Data File(1) - Outlook","7/25/2013 9:54:53 AM","7/25/2013 9:58:55 AM","0:04:02","Microsoft Outlook"
"As I Lay Dying - An Ocean Between Us - My Library - Google Play - Google Chrome","7/25/2013 9:58:55 AM","7/25/2013 9:59:00 AM","0:00:05","Google Chrome"
"Editor","7/25/2013 9:59:00 AM","7/25/2013 9:59:06 AM","0:00:06","MATLAB"
"MATLAB R2013a","7/25/2013 9:59:06 AM","7/25/2013 9:59:15 AM","0:00:09","MATLAB"
"Editor","7/25/2013 9:59:15 AM","7/25/2013 10:01:22 AM","0:02:07","MATLAB"
"MATLAB R2013a","7/25/2013 10:01:22 AM","7/25/2013 10:02:00 AM","0:00:38","MATLAB"
"Editor","7/25/2013 10:02:00 AM","7/25/2013 10:03:30 AM","0:01:30","MATLAB"
"MATLAB R2013a","7/25/2013 10:03:30 AM","7/25/2013 10:03:35 AM","0:00:05","MATLAB"
"Editor","7/25/2013 10:03:35 AM","7/25/2013 10:03:46 AM","0:00:11","MATLAB"
"MATLAB R2013a","7/25/2013 10:03:46 AM","7/25/2013 10:03:51 AM","0:00:05","MATLAB"
"Editor","7/25/2013 10:03:51 AM","7/25/2013 10:08:12 AM","0:04:21","MATLAB"
"MATLAB R2013a","7/25/2013 10:08:12 AM","7/25/2013 10:08:40 AM","0:00:28","MATLAB"
"Editor","7/25/2013 10:08:40 AM","7/25/2013 10:09:00 AM","0:00:20","MATLAB"
"Select File for Save As","7/25/2013 10:09:00 AM","7/25/2013 10:09:08 AM","0:00:08","MATLAB"
"Editor","7/25/2013 10:09:08 AM","7/25/2013 10:10:14 AM","0:01:06","MATLAB"
"MATLAB R2013a","7/25/2013 10:10:14 AM","7/25/2013 10:10:32 AM","0:00:18","MATLAB"
"Editor","7/25/2013 10:10:32 AM","7/25/2013 10:11:57 AM","0:01:25","MATLAB"
"MATLAB R2013a","7/25/2013 10:11:57 AM","7/25/2013 10:12:13 AM","0:00:16","MATLAB"
"Editor","7/25/2013 10:12:13 AM","7/25/2013 10:14:13 AM","0:02:00","MATLAB"
"Separation - As I Lay Dying - My Library - Google Play - Google Chrome","7/25/2013 10:14:13 AM","7/25/2013 10:14:18 AM","0:00:05","Google Chrome"
"Editor","7/25/2013 10:14:18 AM","7/25/2013 10:18:35 AM","0:04:17","MATLAB"
"MATLAB R2013a","7/25/2013 10:18:35 AM","7/25/2013 10:18:49 AM","0:00:14","MATLAB"
"Editor","7/25/2013 10:18:49 AM","7/25/2013 10:18:59 AM","0:00:10","MATLAB"
"MATLAB R2013a","7/25/2013 10:18:59 AM","7/25/2013 10:19:11 AM","0:00:12","MATLAB"
"Editor","7/25/2013 10:19:11 AM","7/25/2013 10:21:00 AM","0:01:49","MATLAB"
"MATLAB R2013a","7/25/2013 10:21:00 AM","7/25/2013 10:21:16 AM","0:00:16","MATLAB"
"Editor","7/25/2013 10:21:16 AM","7/25/2013 10:22:09 AM","0:00:53","MATLAB"
"MATLAB R2013a","7/25/2013 10:22:09 AM","7/25/2013 10:22:14 AM","0:00:05","MATLAB"
"Editor","7/25/2013 10:22:14 AM","7/25/2013 10:24:04 AM","0:01:50","MATLAB"
"MATLAB R2013a","7/25/2013 10:24:04 AM","7/25/2013 10:24:13 AM","0:00:09","MATLAB"
"Editor","7/25/2013 10:24:13 AM","7/25/2013 10:24:32 AM","0:00:19","MATLAB"
"MATLAB R2013a","7/25/2013 10:24:32 AM","7/25/2013 10:24:37 AM","0:00:05","MATLAB"
"Editor","7/25/2013 10:24:37 AM","7/25/2013 10:25:45 AM","0:01:08","MATLAB"
"MATLAB R2013a","7/25/2013 10:25:45 AM","7/25/2013 10:26:30 AM","0:00:45","MATLAB"
"Editor","7/25/2013 10:26:30 AM","7/25/2013 10:29:07 AM","0:02:37","MATLAB"
"MATLAB R2013a","7/25/2013 10:29:07 AM","7/25/2013 10:29:21 AM","0:00:14","MATLAB"
"New tab - Google Chrome","7/25/2013 10:29:21 AM","7/25/2013 10:29:28 AM","0:00:07","Google Chrome"
"add rownames to dataset matlab - Google Search - Google Chrome","7/25/2013 10:29:28 AM","7/25/2013 10:29:33 AM","0:00:05","Google Chrome"
"Construct dataset array - MATLAB - Google Chrome","7/25/2013 10:29:33 AM","7/25/2013 10:29:57 AM","0:00:24","Google Chrome"
"Editor","7/25/2013 10:29:57 AM","7/25/2013 10:30:18 AM","0:00:21","MATLAB"
"MATLAB R2013a","7/25/2013 10:30:18 AM","7/25/2013 10:30:25 AM","0:00:07","MATLAB"
"Editor","7/25/2013 10:30:25 AM","7/25/2013 10:31:01 AM","0:00:36","MATLAB"
"MATLAB R2013a","7/25/2013 10:31:01 AM","7/25/2013 10:31:22 AM","0:00:21","MATLAB"
"Gidon - My Outlook Data File(1) - Outlook","7/25/2013 10:31:22 AM","7/25/2013 10:32:51 AM","0:01:29","Microsoft Outlook"
"Editor","7/25/2013 10:32:51 AM","7/25/2013 10:33:18 AM","0:00:27","MATLAB"
"Microsoft® Windows® Operating System","7/25/2013 10:33:18 AM","7/25/2013 10:33:25 AM","0:00:07","Microsoft® Windows® Operating System"
"Program Manager","7/25/2013 10:33:25 AM","7/25/2013 10:33:33 AM","0:00:08","Microsoft® Windows® Operating System"
"ManicTime - John Thompson","7/25/2013 10:33:33 AM","7/25/2013 10:33:42 AM","0:00:09","ManicTime"
"Microsoft Outlook","7/25/2013 10:59:08 AM","7/25/2013 10:59:13 AM","0:00:05","Microsoft Outlook"
"Start","7/25/2013 10:59:13 AM","7/25/2013 10:59:33 AM","0:00:20","Microsoft® Windows® Operating System"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 10:59:33 AM","7/25/2013 10:59:50 AM","0:00:17","Google Chrome"
"2 researchers you follow have new publications - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 10:59:50 AM","7/25/2013 11:00:01 AM","0:00:11","Google Chrome"
"1 of your publications was cited: Dual pre-motor contribution to songbird syllable variation. - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:00:01 AM","7/25/2013 11:00:11 AM","0:00:10","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:00:11 AM","7/25/2013 11:00:30 AM","0:00:19","Google Chrome"
"dispositive: Dictionary.com Word of the Day - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:00:30 AM","7/25/2013 11:00:38 AM","0:00:08","Google Chrome"
"web.mit.edu/bcs/graybiel-lab/publications/JNeuro_Jog.pdf - Google Chrome","7/25/2013 11:00:38 AM","7/25/2013 11:00:44 AM","0:00:06","Google Chrome"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/25/2013 11:00:44 AM","7/25/2013 11:00:49 AM","0:00:05","Microsoft Outlook"
"Draft of course outline (proposal) [Read-Only] [Compatibility Mode] - Word","7/25/2013 11:00:49 AM","7/25/2013 11:01:33 AM","0:00:44","Microsoft Office 2013"
"Microsoft OneNote","7/25/2013 11:01:33 AM","7/25/2013 11:01:39 AM","0:00:06","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:01:39 AM","7/25/2013 11:01:58 AM","0:00:19","Microsoft OneNote"
"Move or Copy Pages","7/25/2013 11:01:58 AM","7/25/2013 11:02:16 AM","0:00:18","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:02:16 AM","7/25/2013 11:02:31 AM","0:00:15","Microsoft OneNote"
"Untitled page - OneNote","7/25/2013 11:02:31 AM","7/25/2013 11:02:54 AM","0:00:23","Microsoft OneNote"
"Initial Outline - OneNote","7/25/2013 11:02:54 AM","7/25/2013 11:03:10 AM","0:00:16","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:03:10 AM","7/25/2013 11:03:40 AM","0:00:30","Microsoft OneNote"
"Dates of Import - OneNote","7/25/2013 11:03:40 AM","7/25/2013 11:03:47 AM","0:00:07","Microsoft OneNote"
"Move or Copy Section","7/25/2013 11:03:47 AM","7/25/2013 11:03:55 AM","0:00:08","Microsoft OneNote"
"Dates of Import - OneNote","7/25/2013 11:03:55 AM","7/25/2013 11:04:13 AM","0:00:18","Microsoft OneNote"
"Microsoft OneNote","7/25/2013 11:04:13 AM","7/25/2013 11:04:19 AM","0:00:06","Microsoft OneNote"
"Dates of Import - OneNote","7/25/2013 11:04:19 AM","7/25/2013 11:04:28 AM","0:00:09","Microsoft OneNote"
"Information - OneNote","7/25/2013 11:04:28 AM","7/25/2013 11:04:33 AM","0:00:05","Microsoft OneNote"
"Compile Materials - OneNote","7/25/2013 11:04:33 AM","7/25/2013 11:04:44 AM","0:00:11","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:04:44 AM","7/25/2013 11:04:52 AM","0:00:08","Microsoft OneNote"
"Initial Outline - OneNote","7/25/2013 11:04:52 AM","7/25/2013 11:05:00 AM","0:00:08","Microsoft OneNote"
"Untitled page - OneNote","7/25/2013 11:05:00 AM","7/25/2013 11:05:10 AM","0:00:10","Microsoft OneNote"
"Notes from Instructor - OneNote","7/25/2013 11:05:10 AM","7/25/2013 11:05:15 AM","0:00:05","Microsoft OneNote"
"Notes from Instructor Meeting (7/ - OneNote","7/25/2013 11:05:15 AM","7/25/2013 11:05:20 AM","0:00:05","Microsoft OneNote"
"Microsoft OneNote","7/25/2013 11:05:20 AM","7/25/2013 11:05:26 AM","0:00:06","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:05:26 AM","7/25/2013 11:05:37 AM","0:00:11","Microsoft OneNote"
"Notes from Instructor Meeting (7/12/2013) - OneNote","7/25/2013 11:05:37 AM","7/25/2013 11:05:47 AM","0:00:10","Microsoft OneNote"
"Updated Outline - OneNote","7/25/2013 11:05:47 AM","7/25/2013 11:05:52 AM","0:00:05","Microsoft OneNote"
"Updated Outline (7/25/2013) - OneNote","7/25/2013 11:05:52 AM","7/25/2013 11:05:59 AM","0:00:07","Microsoft OneNote"
"Draft of course outline (proposal) [Read-Only] [Compatibility Mode] - Word","7/25/2013 11:05:59 AM","7/25/2013 11:06:05 AM","0:00:06","Microsoft Office 2013"
"Updated Outline (7/25/2013) - OneNote","7/25/2013 11:06:05 AM","7/25/2013 11:06:15 AM","0:00:10","Microsoft OneNote"
"Neuroethology Class - OneNote","7/25/2013 11:06:15 AM","7/25/2013 11:06:25 AM","0:00:10","Microsoft OneNote"
"Untitled page - OneNote","7/25/2013 11:06:25 AM","7/25/2013 11:06:30 AM","0:00:05","Microsoft OneNote"
"Note - OneNote","7/25/2013 11:06:30 AM","7/25/2013 11:06:35 AM","0:00:05","Microsoft OneNote"
"Notes and Ideas - OneNote","7/25/2013 11:06:35 AM","7/25/2013 11:06:58 AM","0:00:23","Microsoft OneNote"
"Blog In - OneNote","7/25/2013 11:06:58 AM","7/25/2013 11:07:03 AM","0:00:05","Microsoft OneNote"
"web.mit.edu/bcs/graybiel-lab/publications/JNeuro_Jog.pdf - Google Chrome","7/25/2013 11:07:03 AM","7/25/2013 11:07:08 AM","0:00:05","Google Chrome"
"New tab - Google Chrome","7/25/2013 11:07:08 AM","7/25/2013 11:07:22 AM","0:00:14","Google Chrome"
"The Four F's: List of Topics - Google Chrome","7/25/2013 11:07:22 AM","7/25/2013 11:07:28 AM","0:00:06","Google Chrome"
"The Four F's - Google Chrome","7/25/2013 11:07:28 AM","7/25/2013 11:07:34 AM","0:00:06","Google Chrome"
"Blog Information - OneNote","7/25/2013 11:07:34 AM","7/25/2013 11:07:40 AM","0:00:06","Microsoft OneNote"
"The Four F's - Google Chrome","7/25/2013 11:07:40 AM","7/25/2013 11:07:57 AM","0:00:17","Google Chrome"
"The Four F's: Let's Vote! - Google Chrome","7/25/2013 11:07:57 AM","7/25/2013 11:08:21 AM","0:00:24","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:08:21 AM","7/25/2013 11:08:31 AM","0:00:10","Google Chrome"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/25/2013 11:08:31 AM","7/25/2013 11:10:25 AM","0:01:54","Microsoft Outlook"
"DataMind Beta - Google Chrome","7/25/2013 11:10:25 AM","7/25/2013 11:10:40 AM","0:00:15","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:30:04 AM","7/25/2013 11:30:09 AM","0:00:05","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:30:09 AM","7/25/2013 11:30:14 AM","0:00:05","Google Chrome"
"Project Update #6: Taco: Basecamp to Zendesk, all your tasks in one place by Taco - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:30:14 AM","7/25/2013 11:30:19 AM","0:00:05","Google Chrome"
"Taco access (via Kickstarter) - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:30:19 AM","7/25/2013 11:30:34 AM","0:00:15","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:30:34 AM","7/25/2013 11:30:55 AM","0:00:21","Google Chrome"
"bitsync - Google Search - Google Chrome","7/25/2013 11:30:55 AM","7/25/2013 11:31:02 AM","0:00:07","Google Chrome"
"BitTorrent Labs - Google Chrome","7/25/2013 11:31:02 AM","7/25/2013 11:31:12 AM","0:00:10","Google Chrome"
"BitTorrent Labs - Google Chrome","7/25/2013 11:31:12 AM","7/25/2013 11:31:17 AM","0:00:05","Google Chrome"
"The Official BitTorrent Blog - Google Chrome","7/25/2013 11:31:17 AM","7/25/2013 11:32:01 AM","0:00:44","Google Chrome"
"Taco access (via Kickstarter) - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:32:01 AM","7/25/2013 11:32:07 AM","0:00:06","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:32:07 AM","7/25/2013 11:32:22 AM","0:00:15","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:32:22 AM","7/25/2013 11:32:41 AM","0:00:19","Google Chrome"
"Authorize access to your account - Google Chrome","7/25/2013 11:32:41 AM","7/25/2013 11:32:47 AM","0:00:06","Google Chrome"
"Confirm password - Google Chrome","7/25/2013 11:32:47 AM","7/25/2013 11:33:03 AM","0:00:16","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:33:03 AM","7/25/2013 11:33:44 AM","0:00:41","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:33:44 AM","7/25/2013 11:33:49 AM","0:00:05","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:33:49 AM","7/25/2013 11:33:58 AM","0:00:09","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:33:58 AM","7/25/2013 11:34:23 AM","0:00:25","Google Chrome"
"Taco - Google Chrome","7/25/2013 11:34:23 AM","7/25/2013 11:34:40 AM","0:00:17","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:34:40 AM","7/25/2013 11:34:45 AM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:34:45 AM","7/25/2013 11:35:10 AM","0:00:25","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 11:35:10 AM","7/25/2013 11:35:23 AM","0:00:13","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:35:23 AM","7/25/2013 11:37:30 AM","0:02:07","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:37:30 AM","7/25/2013 11:38:31 AM","0:01:01","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:38:31 AM","7/25/2013 11:38:41 AM","0:00:10","Google Chrome"
"The Four F's: Let's Vote! - Google Chrome","7/25/2013 11:38:41 AM","7/25/2013 11:38:55 AM","0:00:14","Google Chrome"
"The Four F's: Friendly Reminder - Google Chrome","7/25/2013 11:38:55 AM","7/25/2013 11:39:01 AM","0:00:06","Google Chrome"
"The Four F's: List of Topics - Google Chrome","7/25/2013 11:39:01 AM","7/25/2013 11:39:43 AM","0:00:42","Google Chrome"
"The Four F's - Google Chrome","7/25/2013 11:39:43 AM","7/25/2013 11:39:53 AM","0:00:10","Google Chrome"
"Start","7/25/2013 11:39:53 AM","7/25/2013 11:44:38 AM","0:04:45","Microsoft® Windows® Operating System"
"The Four F's - Google Chrome","7/25/2013 11:44:38 AM","7/25/2013 11:44:46 AM","0:00:08","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:44:46 AM","7/25/2013 11:45:18 AM","0:00:32","Google Chrome"
"The tragedy of the reviewer commons - Hochberg - 2008 - Ecology Letters - Wiley Online Library - Google Chrome","7/25/2013 11:45:18 AM","7/25/2013 11:45:23 AM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:45:23 AM","7/25/2013 11:46:39 AM","0:01:16","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 11:46:39 AM","7/25/2013 11:48:13 AM","0:01:34","Google Chrome"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/25/2013 1:14:13 PM","7/25/2013 1:14:19 PM","0:00:06","Microsoft Outlook"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/25/2013 1:14:19 PM","7/25/2013 1:14:27 PM","0:00:08","Microsoft Outlook"
"The Four F's - Google Chrome","7/25/2013 1:14:27 PM","7/25/2013 1:14:33 PM","0:00:06","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/25/2013 1:14:33 PM","7/25/2013 1:14:42 PM","0:00:09","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 1:14:42 PM","7/25/2013 1:15:58 PM","0:01:16","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 1:15:58 PM","7/25/2013 1:17:59 PM","0:02:01","Google Chrome"
"DataMind Beta - Google Chrome","7/25/2013 1:17:59 PM","7/25/2013 1:18:05 PM","0:00:06","Google Chrome"
"neuropil (John) - Google Chrome","7/25/2013 1:18:05 PM","7/25/2013 1:18:11 PM","0:00:06","Google Chrome"
"A global overview of the magnitude, disparities and trend of infant mortality in the world. 1950-2011 | Health Intelligence - Google Chrome","7/25/2013 1:18:11 PM","7/25/2013 1:18:16 PM","0:00:05","Google Chrome"
"rOpenSci - rwbclimate tutorial - Google Chrome","7/25/2013 1:18:16 PM","7/25/2013 1:18:23 PM","0:00:07","Google Chrome"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/25/2013 1:18:23 PM","7/25/2013 1:18:45 PM","0:00:22","Microsoft Outlook"
"Editor","7/25/2013 1:18:45 PM","7/25/2013 1:21:16 PM","0:02:31","MATLAB"
"Select File for Save As","7/25/2013 1:21:16 PM","7/25/2013 1:21:30 PM","0:00:14","MATLAB"
"Editor","7/25/2013 1:21:30 PM","7/25/2013 1:22:38 PM","0:01:08","MATLAB"
"MATLAB R2013a","7/25/2013 1:22:38 PM","7/25/2013 1:22:43 PM","0:00:05","MATLAB"
"Editor","7/25/2013 1:22:43 PM","7/25/2013 1:23:03 PM","0:00:20","MATLAB"
"ManicTime - John Thompson","7/25/2013 1:23:03 PM","7/25/2013 1:23:15 PM","0:00:12","ManicTime"
"Blog Information - OneNote","7/25/2013 1:23:15 PM","7/25/2013 1:23:24 PM","0:00:09","Microsoft OneNote"
"Updated Outline (7/25/2013) - OneNote","7/25/2013 1:23:24 PM","7/25/2013 1:23:36 PM","0:00:12","Microsoft OneNote"
"Microsoft OneNote","7/25/2013 1:23:36 PM","7/25/2013 1:23:41 PM","0:00:05","Microsoft OneNote"
"Sunday 6/2/2013 - OneNote","7/25/2013 1:23:41 PM","7/25/2013 1:23:46 PM","0:00:05","Microsoft OneNote"
"Microsoft OneNote","7/25/2013 1:23:46 PM","7/25/2013 1:23:56 PM","0:00:10","Microsoft OneNote"
"New tab - Google Chrome","7/25/2013 1:23:56 PM","7/25/2013 1:24:02 PM","0:00:06","Google Chrome"
"Files - SkyDrive - Google Chrome","7/25/2013 1:24:02 PM","7/25/2013 1:24:08 PM","0:00:06","Google Chrome"
"Documents - SkyDrive - Google Chrome","7/25/2013 1:24:08 PM","7/25/2013 1:24:18 PM","0:00:10","Google Chrome"
"My first note - OneNote","7/25/2013 1:24:18 PM","7/25/2013 1:24:23 PM","0:00:05","Microsoft OneNote"
"Twitter Extraction - OneNote","7/25/2013 1:24:23 PM","7/25/2013 1:24:30 PM","0:00:07","Microsoft OneNote"
"Computer Activities - OneNote","7/25/2013 1:24:30 PM","7/25/2013 1:24:49 PM","0:00:19","Microsoft OneNote"
"Extract Fitbit Data - OneNote","7/25/2013 1:24:49 PM","7/25/2013 1:25:13 PM","0:00:24","Microsoft OneNote"
"Program Manager","7/25/2013 1:25:13 PM","7/25/2013 1:26:51 PM","0:01:38","Microsoft® Windows® Operating System"
"Thompson_Felsen_2013_resub_GF [Read-Only] [Compatibility Mode] - Word","7/25/2013 1:26:51 PM","7/25/2013 1:27:01 PM","0:00:10","Microsoft Office 2013"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/25/2013 2:15:48 PM","7/25/2013 2:15:54 PM","0:00:06","Microsoft Outlook"
"Microsoft Outlook","7/25/2013 2:15:54 PM","7/25/2013 2:16:06 PM","0:00:12","Microsoft Outlook"
"Three-dimensional localization of neurons in ... [J Neurophysiol. 2011] - PubMed - NCBI - Google Chrome","7/25/2013 2:16:06 PM","7/25/2013 2:16:11 PM","0:00:05","Google Chrome"
"Taco - Google Chrome","7/25/2013 2:16:11 PM","7/25/2013 2:16:17 PM","0:00:06","Google Chrome"
"Image global maintained through changes in RGB channel · Issue #1 · neuropil/JennImageAnalysis - Google Chrome","7/25/2013 2:16:17 PM","7/25/2013 2:16:22 PM","0:00:05","Google Chrome"
"A global overview of the magnitude, disparities and trend of infant mortality in the world. 1950-2011 | Health Intelligence - Google Chrome","7/25/2013 2:16:22 PM","7/25/2013 2:18:42 PM","0:02:20","Google Chrome"
"Microsoft OneNote","7/25/2013 2:18:42 PM","7/25/2013 2:18:48 PM","0:00:06","Microsoft OneNote"
"Extract Fitbit Data - OneNote","7/25/2013 2:18:48 PM","7/25/2013 2:19:00 PM","0:00:12","Microsoft OneNote"
"Untitled page - OneNote","7/25/2013 2:19:00 PM","7/25/2013 2:19:27 PM","0:00:27","Microsoft OneNote"
